product_id,product_name,category,sub_category,brand,unit,mrp,selling_price,discount_pct,shelf_life_days
PR01106,Tata Tea Coffee 200ml,Beverages,Coffee,Tata Tea,ml,1002.48,852.11,15,165
PR01107,Bisleri Coffee 5ml,Beverages,Coffee,Bisleri,ml,29.01,29.01,0,340
PR01108,India Gate Basmati Rice 750kg,Staples & Grains,Basmati Rice,India Gate,kg,1068.59,961.73,10,342
PR01109,Tata Sampann Sugar 2kg,Staples & Grains,Sugar,Tata Sampann,kg,214.86,150.4,30,276
PR01110,Classmate Pen Set 100set,Stationery & Books,Pen Set,Classmate,set,691.17,587.49,15,95
PR01111,Himalaya Baby Diapers 750ml,Baby Care,Diapers,Himalaya Baby,ml,125.91,94.43,25,91
PR01112,India Gate Atta 10L,Staples & Grains,Atta,India Gate,L,1031.77,1031.77,0,182
PR01113,Pedigree Pet Shampoo 750kg,Pet Care,Pet Shampoo,Pedigree,kg,375.8,319.43,15,53
PR01114,Nivea Shampoo 1000g,Personal Care,Shampoo,Nivea,g,333.29,283.3,15,300
PR01115,Kurkure Biscuits 750g,Snacks & Branded Foods,Biscuits,Kurkure,g,475.21,,20,190
PR01116,McCain Chicken Nuggets 1000pack,Frozen Food,Chicken Nuggets,McCain,pack,981.18,883.06,10,99
PR01117,ITC Master Chef French Fries 10g,Frozen Food,French Fries,ITC Master Chef,g,955.26,716.44,25,114
PR01118,Amul Cake 200pack,Dairy & Bakery,Cake,Amul,pack,199.67,169.72,15,303
PR01119,Aashirvaad Salt 10L,Staples & Grains,Salt,Aashirvaad,L,850.44,722.87,15,239
PR01120,Fresh Cucumber 10kg,Fruits & Vegetables,Cucumber,Fresh,kg,872.06,741.25,15,125
PR01121,Kurkure Potato Chips 5pack,Snacks & Branded Foods,Potato Chips,Kurkure,pack,974.29,974.29,0,358
PR01122,Organic Apple 2g,Fruits & Vegetables,Apple,Organic,g,972.78,972.78,0,26
PR01123,Nestle Toned Milk 250L,Dairy & Bakery,Toned Milk,Nestle,L,509.34,483.87,5,238
PR01124,Britannia Cake 2pack,Dairy & Bakery,Cake,Britannia,pack,185.78,139.34,25,7
PR01125,Himalaya Soap 1g,Personal Care,Soap,Himalaya,g,368.92,258.24,30,60
PR01126,Tata Tea Coffee 1L,Beverages,Coffee,Tata Tea,L,685.54,685.54,0,345
PR01127,Britannia Cheese Slices 1000g,Dairy & Bakery,Cheese Slices,Britannia,g,855.67,770.1,10,90
PR01128,Tata Tea Tea 100L,Beverages,Tea,Tata Tea,L,334.23,334.23,0,162
PR01129,Organic Potato 100g,Fruits & Vegetables,Potato,Organic,g,448.93,426.48,5,328
PR01130,Organic Onion 2g,Fruits & Vegetables,Onion,Organic,g,357.33,321.6,10,288
PR01131,Tata Sampann Basmati Rice 200L,Staples & Grains,Basmati Rice,Tata Sampann,L,691.52,587.79,15,157
PR01132,Tata Tea Soft Drink 5ml,Beverages,Soft Drink,Tata Tea,ml,19.59,17.63,10,136
PR01133,Aashirvaad Sunflower Oil 1000kg,Staples & Grains,Sunflower Oil,Aashirvaad,kg,389.09,311.27,20,231
PR01134,Patanjali Shampoo 1000g,Personal Care,Shampoo,Patanjali,g,1095.19,766.63,30,191
PR01135,Organic Capsicum 1kg,Fruits & Vegetables,Capsicum,Organic,kg,209.99,209.99,0,296
PR01136,Godrej Yummiez French Fries 1000pack,Frozen Food,French Fries,Godrej Yummiez,pack,1027.13,924.42,10,289
PR01137,Patanjali Body Lotion 750ml,Personal Care,Body Lotion,Patanjali,ml,843.82,675.06,20,277
PR01138,McCain French Fries 5g,Frozen Food,French Fries,McCain,g,746.26,708.95,5,245
PR01139,Kurkure Namkeen 500pack,Snacks & Branded Foods,Namkeen,Kurkure,pack,810.93,567.65,30,310
PR01140,Whiskas Dog Food 1kg,Pet Care,Dog Food,Whiskas,kg,381.77,343.59,10,196
PR01141,Aashirvaad Salt 10L,Staples & Grains,Salt,Aashirvaad,L,894.4,983.84,0,183
PR01142,Organic Mango 5g,Fruits & Vegetables,Mango,Organic,g,1142.08,1027.87,10,237
PR01143,Cello Notebook 100set,Stationery & Books,Notebook,Cello,set,175.73,175.73,0,56
PR01144,Camlin Geometry Box 5set,Stationery & Books,Geometry Box,Camlin,set,803.82,763.63,5,109
PR01145,Nivea Shampoo 100g,Personal Care,Shampoo,Nivea,g,827.22,827.22,0,5
PR01146,Nestle Paneer 750g,Dairy & Bakery,Paneer,Nestle,g,754.96,641.72,15,116
PR01147,Britannia Butter 250L,Dairy & Bakery,Butter,Britannia,L,1026.27,1026.27,0,252
PR01148,Nestle Cake 2L,Dairy & Bakery,Cake,Nestle,L,743.54,632.01,15,24
PR01149,Patanjali Toothpaste 750ml,Personal Care,Toothpaste,Patanjali,ml,1013.23,1013.23,0,199
PR01150,ITC Master Chef Chicken Nuggets 500g,Frozen Food,Chicken Nuggets,ITC Master Chef,g,858.69,858.69,0,122
PR01151,Tata Tea Mineral Water 250L,Beverages,Mineral Water,Tata Tea,L,360.75,342.71,5,213
PR01152,Organic Banana 750kg,Fruits & Vegetables,Banana,Organic,kg,329.46,312.99,5,123
PR01153,Kurkure Biscuits 5pack,Snacks & Branded Foods,Biscuits,Kurkure,pack,1105.86,1105.86,0,226
PR01154,Colgate Body Lotion 750g,Personal Care,Body Lotion,Colgate,g,728.34,619.09,15,98
PR01155,Mother Dairy Bread 1000L,Dairy & Bakery,Bread,Mother Dairy,L,716.14,716.14,0,146
PR01156,Farm Onion 200kg,Fruits & Vegetables,Onion,Farm,kg,33.06,28.1,15,169
PR01157,Licious Fish Fillet 5g,Meat & Seafood,Fish Fillet,Licious,g,499.13,499.13,0,70
PR01158,Licious Chicken Breast 10kg,Meat & Seafood,Chicken Breast,Licious,kg,1642.24,1395.9,15,319
PR01159,Vim Detergent Powder 5kg,Household Care,Detergent Powder,Vim,kg,773.17,618.54,20,278
PR01160,Britannia Cheese Slices 1000pack,Dairy & Bakery,Cheese Slices,Britannia,pack,1099.58,1099.58,0,301
PR01161,Patanjali Shampoo 200g,Personal Care,Shampoo,Patanjali,g,1123.36,1067.19,5,111
PR01162,Mother Dairy Paneer 10L,Dairy & Bakery,Paneer,Mother Dairy,L,296.11,,5,229
PR01163,Nestle Curd 10g,Dairy & Bakery,Curd,Nestle,g,779.88,779.88,0,278
PR01164,Coca-Cola Juice 5L,Beverages,Juice,Coca-Cola,L,121.79,121.79,0,27
PR01165,Bisleri Mineral Water 500ml,Beverages,Mineral Water,Bisleri,ml,149.18,149.18,0,291
PR01166,Pepsi Soft Drink 500L,Beverages,Soft Drink,Pepsi,L,1138.45,910.76,20,68
PR01167,Vim Toilet Cleaner 5ml,Household Care,Toilet Cleaner,Vim,ml,921.9,921.9,0,286
PR01168,Harpic Toilet Cleaner 100pack,Household Care,Toilet Cleaner,Harpic,pack,814.09,814.09,0,133
PR01169,Fresh Carrot 750g,Fruits & Vegetables,Carrot,Fresh,g,627.63,627.63,0,354
PR01170,Bingo Nachos 200g,Snacks & Branded Foods,Nachos,Bingo,g,666.26,666.26,0,303
PR01171,Haldiram's Namkeen 750pack,Snacks & Branded Foods,Namkeen,Haldiram's,pack,1068.61,1068.61,0,81
PR01172,Nivea Shampoo 1g,Personal Care,Shampoo,Nivea,g,308.88,308.88,0,174
PR01173,Fresh To Home Prawns 200g,Meat & Seafood,Prawns,Fresh To Home,g,483.75,483.75,0,298
PR01174,Zappfresh Prawns 750g,Meat & Seafood,Prawns,Zappfresh,g,1985.59,1886.31,5,130
PR01175,Godrej Yummiez Paratha 2pack,Frozen Food,Paratha,Godrej Yummiez,pack,295.35,265.82,10,53
PR01176,Camlin Pen Set 200pack,Stationery & Books,Pen Set,Camlin,pack,866.69,866.69,0,90
PR01177,Farm Capsicum 10g,Fruits & Vegetables,Capsicum,Farm,g,732.15,658.94,10,255
PR01178,Farm Mango 2kg,Fruits & Vegetables,Mango,Farm,kg,189.5,151.6,20,321
PR01179,Organic Tomato 10kg,Fruits & Vegetables,Tomato,Organic,kg,98.11,93.2,5,307
PR01180,Farm Banana 500kg,Fruits & Vegetables,Banana,Farm,kg,1045.41,940.87,10,59
PR01181,Organic Tomato 2g,Fruits & Vegetables,Tomato,Organic,g,47.25,47.25,0,87
PR01182,Cello Geometry Box 2set,Stationery & Books,Geometry Box,Cello,set,500.54,475.51,5,233
PR01183,ITC Biscuits 2g,Snacks & Branded Foods,Biscuits,ITC,g,142.44,113.95,20,262
PR01184,Dove Body Lotion 100ml,Personal Care,Body Lotion,Dove,ml,31.42,28.28,10,95
PR01185,Whiskas Dog Food 250kg,Pet Care,Dog Food,Whiskas,kg,105.9,100.6,5,292
PR01186,ITC Nachos 100pack,Snacks & Branded Foods,Nachos,ITC,pack,433.49,390.14,10,124
PR01187,Nivea Body Lotion 10ml,Personal Care,Body Lotion,Nivea,ml,832.43,832.43,0,95
PR01188,Camlin Notebook 200pack,Stationery & Books,Notebook,Camlin,pack,1071.28,857.02,20,181
PR01189,Nivea Face Wash 5g,Personal Care,Face Wash,Nivea,g,291.77,233.42,20,61
PR01190,Nivea Toothpaste 1000ml,Personal Care,Toothpaste,Nivea,ml,681.26,613.13,10,165
PR01191,Himalaya Shampoo 250ml,Personal Care,Shampoo,Himalaya,ml,434.11,412.4,5,76
PR01192,Pampers Baby Wipes 10pack,Baby Care,Baby Wipes,Pampers,pack,896.62,896.62,0,319
PR01193,Coca-Cola Coffee 100ml,Beverages,Coffee,Coca-Cola,ml,196.61,167.12,15,135
PR01194,Lays Namkeen 2g,Snacks & Branded Foods,Namkeen,Lays,g,892.19,,10,198
PR01195,Johnson's Baby Wipes 5pack,Baby Care,Baby Wipes,Johnson's,pack,1109.64,943.19,15,211
PR01196,Real Tea 5ml,Beverages,Tea,Real,ml,1096.71,1096.71,0,312
PR01197,Camlin Notebook 1000set,Stationery & Books,Notebook,Camlin,set,772.02,617.62,20,307
PR01198,India Gate Basmati Rice 100L,Staples & Grains,Basmati Rice,India Gate,L,851.31,595.92,30,44
PR01199,Nivea Soap 10ml,Personal Care,Soap,Nivea,ml,358.32,358.32,0,288
PR01200,Classmate Notebook 10pack,Stationery & Books,Notebook,Classmate,pack,227.29,215.93,5,79
PR01201,Bingo Namkeen 750g,Snacks & Branded Foods,Namkeen,Bingo,g,822.94,740.65,10,11
PR01202,Vim Detergent Powder 250ml,Household Care,Detergent Powder,Vim,ml,670.93,603.84,10,95
PR01203,Mother Dairy Toned Milk 100pack,Dairy & Bakery,Toned Milk,Mother Dairy,pack,229.71,195.25,15,267
PR01204,Kurkure Namkeen 750pack,Snacks & Branded Foods,Namkeen,Kurkure,pack,553.07,553.07,0,289
PR01205,Fresh Onion 100pack,Fruits & Vegetables,Onion,Fresh,pack,1195.67,1076.1,10,96
PR01206,Nivea Shampoo 5g,Personal Care,Shampoo,Nivea,g,347.86,278.29,20,25
PR01207,Bingo Biscuits 250pack,Snacks & Branded Foods,Biscuits,Bingo,pack,1066.64,1066.64,0,113
PR01208,India Gate Basmati Rice 1000kg,Staples & Grains,Basmati Rice,India Gate,kg,600.31,510.26,15,316
PR01209,Farm Capsicum 100kg,Fruits & Vegetables,Capsicum,Farm,kg,1105.38,994.84,10,91
PR01210,Mother Dairy Bread 100g,Dairy & Bakery,Bread,Mother Dairy,g,122.33,103.98,15,71
PR01211,Nestle Cake 200pack,Dairy & Bakery,Cake,Nestle,pack,846.55,634.91,25,363
PR01212,Zappfresh Prawns 10kg,Meat & Seafood,Prawns,Zappfresh,kg,1960.66,1862.63,5,212
PR01213,Godrej Yummiez Paratha 10g,Frozen Food,Paratha,Godrej Yummiez,g,965.33,820.53,15,60
PR01214,Nestle Curd 5g,Dairy & Bakery,Curd,Nestle,g,437.04,437.04,0,52
PR01215,Mother Dairy Cake 1pack,Dairy & Bakery,Cake,Mother Dairy,pack,834.81,793.07,5,29
PR01216,Johnson's Baby Shampoo 200pack,Baby Care,Baby Shampoo,Johnson's,pack,520.79,520.79,0,176
PR01217,Patanjali Toothpaste 1ml,Personal Care,Toothpaste,Patanjali,ml,104.76,99.52,5,31
PR01218,Whiskas Dog Food 10g,Pet Care,Dog Food,Whiskas,g,435.23,435.23,0,235
PR01219,Fortune Sunflower Oil 1kg,Staples & Grains,Sunflower Oil,Fortune,kg,213.0,202.35,5,17
PR01220,Farm Capsicum 250g,Fruits & Vegetables,Capsicum,Farm,g,925.24,878.98,5,356
PR01221,Tata Sampann Salt 750kg,Staples & Grains,Salt,Tata Sampann,kg,480.21,408.18,15,252
PR01222,Bingo Mixture 5pack,Snacks & Branded Foods,Mixture,Bingo,pack,756.52,718.69,5,320
PR01223,Haldiram's Biscuits 2g,Snacks & Branded Foods,Biscuits,Haldiram's,g,248.5,211.22,15,287
PR01224,Vim Dishwash Gel 1kg,Household Care,Dishwash Gel,Vim,kg,93.48,84.13,10,345
PR01225,Haldiram's Namkeen 750pack,Snacks & Branded Foods,Namkeen,Haldiram's,pack,190.84,143.13,25,209
PR01226,Himalaya Body Lotion 1ml,Personal Care,Body Lotion,Himalaya,ml,406.92,386.57,5,253
PR01227,Fortune Sugar 10L,Staples & Grains,Sugar,Fortune,L,125.3,112.77,10,47
PR01228,ITC Master Chef Chicken Nuggets 250g,Frozen Food,Chicken Nuggets,ITC Master Chef,g,392.89,333.96,15,234
PR01229,Colgate Toothpaste 500g,Personal Care,Toothpaste,Colgate,g,279.39,251.45,10,33
PR01230,Patanjali Soap 500g,Personal Care,Soap,Patanjali,g,434.99,413.24,5,240
PR01231,Coca-Cola Juice 500L,Beverages,Juice,Coca-Cola,L,264.78,198.58,25,250
PR01232,Coca-Cola Juice 100L,Beverages,Juice,Coca-Cola,L,322.88,242.16,25,301
PR01233,Fresh Carrot 10g,Fruits & Vegetables,Carrot,Fresh,g,663.63,597.27,10,333
PR01234,Fortune Basmati Rice 2L,Staples & Grains,Basmati Rice,Fortune,L,1085.51,1085.51,0,51
PR01235,Organic Banana 1pack,Fruits & Vegetables,Banana,Organic,pack,501.8,501.8,0,193
PR01236,Kurkure Namkeen 2pack,Snacks & Branded Foods,Namkeen,Kurkure,pack,1129.6,960.16,15,63
PR01237,Coca-Cola Mineral Water 250ml,Beverages,Mineral Water,Coca-Cola,ml,268.53,241.68,10,314
PR01238,Organic Tomato 1g,Fruits & Vegetables,Tomato,Organic,g,1193.62,1014.58,15,109
PR01239,Nestle Cheese Slices 10pack,Dairy & Bakery,Cheese Slices,Nestle,pack,433.87,412.18,5,329
PR01240,ITC Namkeen 500g,Snacks & Branded Foods,Namkeen,ITC,g,233.53,221.85,5,149
PR01241,Vim Detergent Powder 200kg,Household Care,Detergent Powder,Vim,kg,793.85,635.08,20,47
PR01242,Haldiram's Namkeen 2pack,Snacks & Branded Foods,Namkeen,Haldiram's,pack,152.95,137.66,10,59
PR01243,Colgate Body Lotion 200g,Personal Care,Body Lotion,Colgate,g,940.99,940.99,0,222
PR01244,Farm Mango 1g,Fruits & Vegetables,Mango,Farm,g,576.01,576.01,0,112
PR01245,Johnson's Baby Shampoo 250ml,Baby Care,Baby Shampoo,Johnson's,ml,1684.75,1516.28,10,334
PR01246,Colgate Toothpaste 1000g,Personal Care,Toothpaste,Colgate,g,668.34,601.51,10,150
PR01247,Nestle Cheese Slices 250g,Dairy & Bakery,Cheese Slices,Nestle,g,490.8,466.26,5,224
PR01248,Colgate Face Wash 750g,Personal Care,Face Wash,Colgate,g,475.68,451.9,5,228
PR01249,Farm Mango 500g,Fruits & Vegetables,Mango,Farm,g,95.51,81.18,15,195
PR01250,Himalaya Toothpaste 500g,Personal Care,Toothpaste,Himalaya,g,1140.66,969.56,15,127
PR01251,Mother Dairy Curd 200L,Dairy & Bakery,Curd,Mother Dairy,L,1029.93,1029.93,0,208
PR01252,Fresh To Home Fish Fillet 10g,Meat & Seafood,Fish Fillet,Fresh To Home,g,824.78,783.54,5,67
PR01253,Britannia Cake 200L,Dairy & Bakery,Cake,Britannia,L,360.63,342.6,5,358
PR01254,Fresh Capsicum 250pack,Fruits & Vegetables,Capsicum,Fresh,pack,724.21,688.0,5,32
PR01255,Fresh Potato 5g,Fruits & Vegetables,Potato,Fresh,g,421.57,421.57,0,49
PR01256,Organic Carrot 5kg,Fruits & Vegetables,Carrot,Organic,kg,1194.95,896.21,25,43
PR01257,Pampers Baby Wipes 5pack,Baby Care,Baby Wipes,Pampers,pack,996.5,946.68,5,242
PR01258,Fresh Banana 5pack,Fruits & Vegetables,Banana,Fresh,pack,798.75,878.6250000000001,0,134
PR01259,Fortune Sunflower Oil 750kg,Staples & Grains,Sunflower Oil,Fortune,kg,155.02,131.77,15,343
PR01260,Farm Cucumber 1000pack,Fruits & Vegetables,Cucumber,Farm,pack,133.39,133.39,0,47
PR01261,Mother Dairy Cake 100pack,Dairy & Bakery,Cake,Mother Dairy,pack,1192.46,1192.46,0,213
PR01262,Mother Dairy Bread 5pack,Dairy & Bakery,Bread,Mother Dairy,pack,954.93,763.94,20,116
PR01263,Cello Geometry Box 250set,Stationery & Books,Geometry Box,Cello,set,933.81,840.43,10,222
PR01264,Pampers Baby Shampoo 1ml,Baby Care,Baby Shampoo,Pampers,ml,2085.85,1772.97,15,281
PR01265,Vim Toilet Cleaner 2ml,Household Care,Toilet Cleaner,Vim,ml,553.92,553.92,0,113
PR01266,Britannia Cheese Slices 1000g,Dairy & Bakery,Cheese Slices,Britannia,g,17.0,12.75,25,41
PR01267,Cello Sketch Pens 100set,Stationery & Books,Sketch Pens,Cello,set,942.79,942.79,0,189
PR01268,Dove Face Wash 2ml,Personal Care,Face Wash,Dove,ml,402.0,361.8,10,89
PR01269,Organic Mango 1g,Fruits & Vegetables,Mango,Organic,g,325.79,325.79,0,202
PR01270,Amul Toned Milk 2L,Dairy & Bakery,Toned Milk,Amul,L,1132.81,1019.53,10,223
PR01271,Licious Fish Fillet 750g,Meat & Seafood,Fish Fillet,Licious,g,681.92,545.54,20,310
PR01272,Kurkure Potato Chips 200pack,Snacks & Branded Foods,Potato Chips,Kurkure,pack,383.68,345.31,10,355
PR01273,Drools Cat Food 1000g,Pet Care,Cat Food,Drools,g,767.25,728.89,5,181
PR01274,Himalaya Baby Diapers 2pack,Baby Care,Diapers,Himalaya Baby,pack,1198.93,1079.04,10,193
PR01275,Cello Notebook 1set,Stationery & Books,Notebook,Cello,set,134.0,134.0,0,172
PR01276,Pepsi Juice 200L,Beverages,Juice,Pepsi,L,858.02,772.22,10,38
PR01277,Colgate Soap 750ml,Personal Care,Soap,Colgate,ml,807.67,767.29,5,174
PR01278,Classmate Sketch Pens 250pack,Stationery & Books,Sketch Pens,Classmate,pack,920.98,782.83,15,324
PR01279,Licious Prawns 10kg,Meat & Seafood,Prawns,Licious,kg,1008.23,1008.23,0,262
PR01280,Colgate Face Wash 250ml,Personal Care,Face Wash,Colgate,ml,217.29,206.43,5,40
PR01281,Tata Tea Soft Drink 1000ml,Beverages,Soft Drink,Tata Tea,ml,1128.22,1128.22,0,151
PR01282,Farm Mango 500kg,Fruits & Vegetables,Mango,Farm,kg,925.85,833.26,10,221
PR01283,Bisleri Soft Drink 750L,Beverages,Soft Drink,Bisleri,L,602.88,572.74,5,68
PR01284,Farm Banana 1kg,Fruits & Vegetables,Banana,Farm,kg,658.47,658.47,0,310
PR01285,Harpic Floor Cleaner 1000pack,Household Care,Floor Cleaner,Harpic,pack,356.72,267.54,25,322
PR01286,Classmate Sketch Pens 10pack,Stationery & Books,Sketch Pens,Classmate,pack,1021.34,919.21,10,122
PR01287,Mother Dairy Paneer 2pack,Dairy & Bakery,Paneer,Mother Dairy,pack,231.97,231.97,0,64
PR01288,Surf Excel Dishwash Gel 5kg,Household Care,Dishwash Gel,Surf Excel,kg,640.38,576.34,10,105
PR01289,Haldiram's Nachos 100g,Snacks & Branded Foods,Nachos,Haldiram's,g,734.47,697.75,5,175
PR01290,Lizol Detergent Powder 10pack,Household Care,Detergent Powder,Lizol,pack,1097.8,1097.8,0,272
PR01291,Johnson's Baby Shampoo 200ml,Baby Care,Baby Shampoo,Johnson's,ml,140.7,112.56,20,69
PR01292,Fresh To Home Prawns 2kg,Meat & Seafood,Prawns,Fresh To Home,kg,961.98,961.98,0,314
PR01293,Pedigree Cat Food 1000kg,Pet Care,Cat Food,Pedigree,kg,704.89,528.67,25,206
PR01294,Britannia Cake 250g,Dairy & Bakery,Cake,Britannia,g,462.27,462.27,0,177
PR01295,McCain French Fries 750pack,Frozen Food,French Fries,McCain,pack,921.62,829.46,10,313
PR01296,Pedigree Pet Shampoo 100g,Pet Care,Pet Shampoo,Pedigree,g,203.19,172.71,15,140
PR01297,Patanjali Toothpaste 5ml,Personal Care,Toothpaste,Patanjali,ml,71.69,71.69,0,278
PR01298,Organic Apple 1000g,Fruits & Vegetables,Apple,Organic,g,46.82,39.8,15,132
PR01299,Bisleri Mineral Water 2ml,Beverages,Mineral Water,Bisleri,ml,463.7,463.7,0,102
PR01300,Amul Cheese Slices 200g,Dairy & Bakery,Cheese Slices,Amul,g,265.3,238.77,10,275
PR01301,Haldiram's Mixture 750g,Snacks & Branded Foods,Mixture,Haldiram's,g,545.93,491.34,10,184
PR01302,Fortune Toor Dal 100L,Staples & Grains,Toor Dal,Fortune,L,943.17,943.17,0,114
PR01303,India Gate Sunflower Oil 250L,Staples & Grains,Sunflower Oil,India Gate,L,674.75,573.54,15,155
PR01304,Cello Geometry Box 1set,Stationery & Books,Geometry Box,Cello,set,180.77,180.77,0,200
PR01305,Farm Carrot 1000g,Fruits & Vegetables,Carrot,Farm,g,514.47,514.47,0,99
PR01306,Fortune Sunflower Oil 250kg,Staples & Grains,Sunflower Oil,Fortune,kg,657.8,493.35,25,125
PR01307,India Gate Salt 200kg,Staples & Grains,Salt,India Gate,kg,1135.23,1135.23,0,8
PR01308,Amul Butter 500pack,Dairy & Bakery,Butter,Amul,pack,182.01,,15,185
PR01309,Farm Cucumber 200pack,Fruits & Vegetables,Cucumber,Farm,pack,219.48,208.51,5,271
PR01310,Whiskas Cat Food 1kg,Pet Care,Cat Food,Whiskas,kg,545.97,464.07,15,58
PR01311,Fresh Cucumber 2pack,Fruits & Vegetables,Cucumber,Fresh,pack,983.4,983.4,0,252
PR01312,Lizol Dishwash Gel 750ml,Household Care,Dishwash Gel,Lizol,ml,1065.93,852.74,20,159
PR01313,Himalaya Toothpaste 750g,Personal Care,Toothpaste,Himalaya,g,591.35,532.22,10,39
PR01314,Lizol Toilet Cleaner 1pack,Household Care,Toilet Cleaner,Lizol,pack,99.26,94.3,5,168
PR01315,Britannia Cake 250pack,Dairy & Bakery,Cake,Britannia,pack,146.52,146.52,0,243
PR01316,Farm Capsicum 1kg,Fruits & Vegetables,Capsicum,Farm,kg,117.97,94.38,20,317
PR01317,Organic Capsicum 2kg,Fruits & Vegetables,Capsicum,Organic,kg,226.86,204.17,10,241
PR01318,Farm Potato 1g,Fruits & Vegetables,Potato,Farm,g,173.3,155.97,10,254
PR01319,Mother Dairy Toned Milk 5L,Dairy & Bakery,Toned Milk,Mother Dairy,L,891.14,891.14,0,329
PR01320,Organic Onion 5kg,Fruits & Vegetables,Onion,Organic,kg,1088.29,1088.29,0,217
PR01321,Britannia Curd 1L,Dairy & Bakery,Curd,Britannia,L,429.33,,5,130
PR01322,Patanjali Toothpaste 500ml,Personal Care,Toothpaste,Patanjali,ml,607.29,485.83,20,88
PR01323,Pepsi Soft Drink 750L,Beverages,Soft Drink,Pepsi,L,1013.7,1013.7,0,308
PR01324,Zappfresh Prawns 200g,Meat & Seafood,Prawns,Zappfresh,g,743.82,706.63,5,15
PR01325,Kurkure Namkeen 2g,Snacks & Branded Foods,Namkeen,Kurkure,g,294.07,279.37,5,26
PR01326,Godrej Yummiez Chicken Nuggets 100pack,Frozen Food,Chicken Nuggets,Godrej Yummiez,pack,1041.24,832.99,20,4
PR01327,Bisleri Coffee 100L,Beverages,Coffee,Bisleri,L,1117.42,1061.55,5,151
PR01328,India Gate Sunflower Oil 100L,Staples & Grains,Sunflower Oil,India Gate,L,535.64,482.08,10,96
PR01329,Farm Tomato 500kg,Fruits & Vegetables,Tomato,Farm,kg,104.29,104.29,0,191
PR01330,Johnson's Diapers 250pack,Baby Care,Diapers,Johnson's,pack,2057.6,1543.2,25,124
PR01331,Amul Bread 2g,Dairy & Bakery,Bread,Amul,g,489.22,415.84,15,179
PR01332,Organic Apple 1000pack,Fruits & Vegetables,Apple,Organic,pack,410.63,328.5,20,97
PR01333,Licious Chicken Breast 250kg,Meat & Seafood,Chicken Breast,Licious,kg,645.45,645.45,0,306
PR01334,Haldiram's Potato Chips 10g,Snacks & Branded Foods,Potato Chips,Haldiram's,g,507.4,456.66,10,96
PR01335,Camlin Geometry Box 2set,Stationery & Books,Geometry Box,Camlin,set,326.22,277.29,15,31
PR01336,Haldiram's Namkeen 1000g,Snacks & Branded Foods,Namkeen,Haldiram's,g,889.36,800.42,10,170
PR01337,Coca-Cola Soft Drink 1ml,Beverages,Soft Drink,Coca-Cola,ml,625.12,625.12,0,183
PR01338,Fresh Apple 500pack,Fruits & Vegetables,Apple,Fresh,pack,248.26,235.85,5,313
PR01339,Godrej Yummiez French Fries 750g,Frozen Food,French Fries,Godrej Yummiez,g,656.1,590.49,10,178
PR01340,Tata Sampann Basmati Rice 250L,Staples & Grains,Basmati Rice,Tata Sampann,L,901.1,810.99,10,186
PR01341,India Gate Sunflower Oil 1L,Staples & Grains,Sunflower Oil,India Gate,L,901.06,720.85,20,15
PR01342,Amul Curd 2g,Dairy & Bakery,Curd,Amul,g,452.27,339.2,25,180
PR01343,McCain French Fries 250pack,Frozen Food,French Fries,McCain,pack,738.22,627.49,15,241
PR01344,Farm Apple 500pack,Fruits & Vegetables,Apple,Farm,pack,519.47,467.52,10,156
PR01345,Mother Dairy Cake 1g,Dairy & Bakery,Cake,Mother Dairy,g,1140.77,912.62,20,160
PR01346,Aashirvaad Toor Dal 500L,Staples & Grains,Toor Dal,Aashirvaad,L,232.84,221.2,5,357
PR01347,Himalaya Baby Baby Lotion 750pack,Baby Care,Baby Lotion,Himalaya Baby,pack,1757.1,1757.1,0,245
PR01348,Whiskas Dog Food 200g,Pet Care,Dog Food,Whiskas,g,838.39,670.71,20,118
PR01349,India Gate Toor Dal 1000L,Staples & Grains,Toor Dal,India Gate,L,957.83,957.83,0,74
PR01350,Lizol Dishwash Gel 2ml,Household Care,Dishwash Gel,Lizol,ml,1134.16,907.33,20,111
PR01351,Fresh Apple 100pack,Fruits & Vegetables,Apple,Fresh,pack,606.04,484.83,20,109
PR01352,Fresh To Home Chicken Breast 10g,Meat & Seafood,Chicken Breast,Fresh To Home,g,1756.12,1756.12,0,356
PR01353,Himalaya Body Lotion 500g,Personal Care,Body Lotion,Himalaya,g,1170.45,994.88,15,334
PR01354,Mother Dairy Cheese Slices 1pack,Dairy & Bakery,Cheese Slices,Mother Dairy,pack,200.67,180.6,10,267
PR01355,Licious Prawns 100g,Meat & Seafood,Prawns,Licious,g,109.67,104.19,5,297
PR01356,Cello Sketch Pens 1set,Stationery & Books,Sketch Pens,Cello,set,77.51,77.51,0,317
PR01357,Vim Floor Cleaner 1kg,Household Care,Floor Cleaner,Vim,kg,828.84,745.96,10,115
PR01358,Patanjali Soap 1g,Personal Care,Soap,Patanjali,g,39.58,39.58,0,265
PR01359,Fresh Potato 100kg,Fruits & Vegetables,Potato,Fresh,kg,595.36,565.59,5,64
PR01360,Amul Toned Milk 200L,Dairy & Bakery,Toned Milk,Amul,L,845.02,802.77,5,337
PR01361,Farm Mango 200g,Fruits & Vegetables,Mango,Farm,g,558.33,446.66,20,104
PR01362,Britannia Bread 750pack,Dairy & Bakery,Bread,Britannia,pack,236.72,236.72,0,204
PR01363,Lizol Detergent Powder 200kg,Household Care,Detergent Powder,Lizol,kg,462.15,462.15,0,281
